Batch_ID,Leather_Used_kg,Cork_Used_kg,Thread_Used_m,Glue_Used_L
B000696,2.57,1.02,66.25,0.11
B000697,2.21,0.97,156.94,0.18
B000698,2.89,1.47,71.39,0.4
B000699,1.9,0.96,133.36,0.36
B000700,4.05,1.14,192.26,0.15
B000701,1.19,1.74,157.2,0.18
B000702,2.53,1.87,91.09,0.43
B000703,3.32,1.55,171.72,0.26
B000704,1.47,1.79,167.17,0.15
B000705,1.9,1.42,96.27,0.22
B000706,4.28,0.81,96.75,0.15
B000707,2.68,1.86,51.71,0.24
B000708,1.2,1.81,176.63,0.23
B000709,4.44,1.07,133.85,0.22
B000710,2.99,1.51,195.6,0.32
B000711,1.49,1.96,137.24,0.2
B000712,2.15,0.8,99.85,0.26
B000713,1.14,1.02,87.41,0.14
B000714,4.44,1.66,105.74,0.46
B000715,4.43,1.81,68.48,0.35
B000716,1.3,0.75,123.57,0.35
B000717,3.28,0.63,103.88,0.19
B000718,3.97,0.95,115.43,0.32
B000719,4.98,0.76,101.3,0.17
B000720,2.19,1.53,73.8,0.43
B000721,1.33,0.81,75.93,0.11
B000722,1.32,1.03,79.02,0.32
B000723,2.99,1.83,112.42,0.15
B000724,1.44,1.84,168.75,0.1
B000725,2.19,0.6,62.16,0.11
B000726,3.81,0.66,109.16,0.3
B000727,3.57,0.71,165.6,0.46
B000728,1.55,1.51,113.83,0.41
B000729,4.49,1.62,158.9,0.17
B000730,3.44,1.98,188.5,0.23
B000731,2.23,1.2,146.27,0.14
B000732,2.83,1.8,67.23,0.14
B000733,3.38,1.36,140.09,0.22
B000734,3.53,1.28,161.36,0.42
B000735,3.02,0.76,74.67,0.34
B000736,4.83,1.16,67.23,0.35
B000737,2.52,1.95,138.74,0.15
B000738,4.62,1.02,198.02,0.43
B000739,3.07,1.84,141.68,0.42
B000740,1.97,1.2,85.48,0.23
B000741,1.16,1.28,89.11,0.33
B000742,2.33,0.71,107.24,0.41
B000743,4.2,1.81,62.89,0.17
B000744,4.66,1.68,82.31,0.18
B000745,2.76,1.46,193.35,0.23
B000746,1.35,1.61,56.11,0.36
B000747,4.7,0.75,129.37,0.43
B000748,1.06,0.61,149.22,0.5
B000749,1.59,0.53,69.43,0.12
B000750,1.07,1.71,69.59,0.36
B000751,2.77,1.16,125.63,0.24
B000752,2.11,1.71,150.28,0.12
B000753,1.78,0.66,195.73,0.19
B000754,3.92,1.09,192.45,0.44
B000755,1.13,0.67,86.0,0.21
B000756,4.48,1.7,174.34,0.33
B000757,4.37,0.79,133.72,0.34
B000758,2.98,0.51,120.63,0.25
B000759,4.47,1.76,147.17,0.24
B000760,1.98,0.57,65.09,0.38
B000761,4.32,1.57,168.66,0.11
B000762,4.19,0.97,187.15,0.22
B000763,3.61,0.54,129.37,0.25
B000764,4.19,1.79,172.41,0.19
B000765,1.39,0.63,197.96,0.41
B000766,4.42,1.32,125.18,0.44
B000767,3.05,1.06,135.72,0.23
B000768,3.28,1.05,120.94,0.41
B000769,4.84,0.98,122.44,0.27
B000770,3.2,1.49,57.53,0.17
B000771,1.69,0.51,121.66,0.43
B000772,1.19,0.74,71.05,0.43
B000773,2.48,1.0,191.87,0.39
B000774,4.36,1.74,91.05,0.12
B000775,2.98,1.14,57.58,0.49
B000776,2.62,1.32,149.08,0.36
B000777,1.7,1.38,170.67,0.43
B000778,2.69,0.84,141.73,0.35
B000779,3.35,1.61,159.08,0.36
B000780,3.06,1.31,163.88,0.38
B000781,1.03,1.11,150.44,0.26
B000782,2.08,0.55,118.6,0.38
B000783,3.85,1.88,81.34,0.44
B000784,2.96,0.92,178.87,0.32
B000785,2.75,0.94,191.87,0.21
B000786,2.9,0.79,149.53,0.1
B000787,2.2,0.82,146.13,0.49
B000788,1.12,1.96,168.69,0.33
B000789,2.23,0.72,197.14,0.18
B000790,2.11,1.33,88.44,0.25
B000791,3.52,1.27,145.41,0.36
B000792,1.44,1.18,180.06,0.48
B000793,4.7,1.85,99.05,0.17
B000794,4.43,1.51,165.65,0.31
B000795,4.42,1.24,112.08,0.22
B000796,3.06,0.83,87.84,0.39
B000797,3.56,1.75,106.4,0.41
B000798,4.1,1.63,175.32,0.16
B000799,4.23,0.55,127.76,0.49
B000800,4.27,1.73,70.16,0.36
B000801,1.19,1.46,171.02,0.36
B000802,4.75,1.44,94.21,0.42
B000803,1.34,1.63,116.73,0.11
B000804,2.19,1.1,114.56,0.36
B000805,4.85,1.43,151.53,0.48
B000806,4.67,1.91,88.02,0.4
B000807,4.5,1.14,163.93,0.32
B000808,1.74,1.86,109.05,0.41
B000809,4.51,0.65,78.59,0.3
B000810,4.56,1.09,190.62,0.41
B000811,2.46,0.64,147.29,0.35
B000812,2.34,1.36,87.57,0.44
B000813,4.19,0.93,68.87,0.32
B000814,3.05,1.38,163.21,0.34
B000815,3.05,1.07,196.76,0.25
B000816,4.41,0.92,172.22,0.12
B000817,1.78,0.75,145.69,0.42
B000818,2.89,1.03,71.85,0.12
B000819,1.8,0.53,142.43,0.19
B000820,1.65,1.7,64.28,0.3
B000821,2.94,1.07,180.61,0.46
B000822,4.66,0.64,130.63,0.14
B000823,1.37,1.46,182.11,0.37
B000824,4.05,1.19,94.03,0.29
B000825,4.41,0.92,66.24,0.15
B000826,1.14,1.18,52.86,0.38
B000827,3.28,0.76,100.05,0.49
B000828,4.33,0.79,157.84,0.15
B000829,1.56,1.18,192.96,0.18
B000830,1.77,1.19,92.37,0.33
B000831,4.67,0.71,197.58,0.18
B000832,1.68,1.66,73.49,0.41
B000833,4.73,1.1,164.37,0.41
B000834,4.03,1.57,72.4,0.16
B000835,3.43,1.88,193.68,0.15
B000836,1.57,1.94,57.31,0.14
B000837,1.19,1.73,96.33,0.21
B000838,3.12,0.88,99.71,0.14
B000839,1.82,1.54,190.27,0.16
B000840,3.43,1.63,142.41,0.29
B000841,2.76,1.93,56.13,0.33
B000842,1.91,0.98,171.18,0.36
B000843,4.0,1.96,187.22,0.47
B000844,3.43,0.58,57.69,0.32
B000845,1.87,1.22,197.82,0.36
B000846,4.41,1.16,188.23,0.34
B000847,1.53,1.06,70.85,0.15
B000848,3.66,1.6,178.99,0.32
B000849,1.6,0.82,62.33,0.17
B000850,2.24,1.06,108.41,0.37
B000851,4.53,1.57,91.73,0.21
B000852,1.39,0.55,168.39,0.22
B000853,3.64,0.98,90.56,0.49
B000854,1.09,1.32,197.94,0.43
B000855,1.23,1.46,193.4,0.38
B000856,4.59,0.75,77.32,0.4
B000857,2.5,0.91,155.63,0.5
B000858,1.35,1.32,164.09,0.24
B000859,1.48,1.96,167.37,0.24
B000860,4.88,1.69,73.96,0.14
B000861,1.27,1.46,128.55,0.43
B000862,4.57,1.66,179.34,0.22
B000863,2.6,0.93,94.85,0.42
B000864,3.41,1.15,178.96,0.41
B000865,1.17,1.65,51.7,0.34
B000866,1.34,1.9,60.94,0.26
B000867,3.81,0.68,165.02,0.3
B000868,1.33,1.01,107.81,0.37
B000869,2.68,1.19,63.77,0.33
B000870,4.37,0.94,50.32,0.45
B000871,2.3,0.55,182.04,0.48
B000872,4.49,1.67,106.05,0.36
B000873,3.03,1.86,184.57,0.46
B000874,2.32,2.0,61.82,0.26
B000875,3.75,1.43,119.65,0.22
B000876,1.06,1.8,78.67,0.22
B000877,4.19,1.35,50.31,0.19
B000878,3.79,0.52,166.94,0.43
B000879,1.1,1.02,123.47,0.13
B000880,3.59,0.57,167.33,0.31
B000881,4.96,0.5,96.08,0.19
B000882,1.17,1.03,135.44,0.35
B000883,3.21,1.61,80.99,0.14
B000884,3.12,1.37,56.03,0.28
B000885,1.2,0.67,110.67,0.44
B000886,4.83,1.98,78.86,0.47
B000887,2.88,1.34,149.07,0.15
B000888,2.06,1.16,112.5,0.43
B000889,1.3,1.3,129.65,0.44
B000890,3.21,2.0,70.54,0.47
B000891,3.82,0.51,187.47,0.2
B000892,4.03,0.91,189.29,0.37
B000893,1.56,0.9,199.02,0.23
B000894,4.59,1.38,160.35,0.15
B000895,4.82,1.78,147.99,0.37
B000896,2.54,1.37,177.97,0.22
B000897,3.96,1.27,129.07,0.26
B000898,1.75,0.83,181.06,0.13
B000899,3.45,0.63,91.33,0.36
B000900,3.14,0.97,110.9,0.49
B000901,1.1,1.8,75.49,0.29
B000902,4.68,1.43,112.06,0.17
B000903,3.23,1.1,82.57,0.4
B000904,4.53,0.62,95.65,0.19
B000905,3.98,1.83,189.22,0.23
B000906,4.79,1.13,130.29,0.29
B000907,3.31,1.75,93.87,0.48
B000908,2.57,0.77,57.89,0.42
B000909,3.36,0.97,161.34,0.29
B000910,2.26,0.95,128.34,0.4
B000911,2.04,1.88,123.08,0.43
B000912,3.64,0.77,176.42,0.18
B000913,4.62,1.73,171.62,0.31
B000914,2.47,1.27,75.51,0.31
B000915,1.74,1.83,99.95,0.48
B000916,1.0,0.82,196.72,0.13
B000917,3.5,1.62,69.36,0.3
B000918,1.69,1.17,66.0,0.43
B000919,4.24,1.7,156.58,0.48
B000920,2.38,0.61,70.23,0.48
B000921,2.23,1.91,94.11,0.3
B000922,1.21,1.7,179.6,0.15
B000923,1.1,1.23,183.32,0.24
B000924,4.85,0.92,177.11,0.26
B000925,3.02,1.81,190.91,0.49
B000926,1.32,1.87,105.38,0.49
B000927,4.16,0.94,199.01,0.17
B000928,4.76,1.36,161.68,0.49
B000929,4.36,1.05,117.93,0.35
B000930,3.43,0.78,150.46,0.36
B000931,3.12,0.69,90.77,0.25
B000932,4.9,1.65,123.03,0.18
B000933,3.0,0.98,63.83,0.49
B000934,4.95,1.61,188.34,0.42
B000935,4.42,1.61,87.41,0.4
B000936,1.01,0.56,95.29,0.24
B000937,2.27,0.96,91.37,0.42
B000938,4.9,0.59,79.5,0.37
B000939,2.72,1.89,136.38,0.15
B000940,1.37,1.24,102.71,0.42
B000941,4.62,1.61,138.0,0.44
B000942,3.24,1.3,196.38,0.47
B000943,2.65,1.67,56.77,0.32
B000944,1.06,1.12,97.77,0.25
B000945,1.17,1.07,107.79,0.42
B000946,1.32,1.04,183.5,0.4
B000947,4.01,1.9,186.7,0.23
B000948,3.34,1.2,187.2,0.21
B000949,1.64,0.61,90.37,0.32
B000950,2.13,1.32,123.02,0.15
B000951,2.02,1.54,61.75,0.35
B000952,4.44,1.31,176.73,0.42
B000953,4.45,0.7,68.26,0.37
B000954,3.0,1.44,77.49,0.18
B000955,2.28,1.21,123.29,0.33
B000956,4.97,1.93,77.12,0.26
B000957,5.0,1.15,157.42,0.25
B000958,4.96,1.78,112.88,0.2
B000959,1.13,1.41,145.03,0.44
B000960,4.15,0.78,131.03,0.3
B000961,4.9,1.04,50.75,0.41
B000962,4.41,1.03,181.05,0.38
B000963,2.06,0.55,128.98,0.29
B000964,3.18,1.06,98.7,0.43
B000965,3.04,1.35,117.08,0.29
B000966,2.23,0.61,67.32,0.44
B000967,3.38,1.2,197.59,0.46
B000968,3.35,0.78,136.08,0.23
B000969,1.39,0.8,149.38,0.4
B000970,2.39,1.08,61.36,0.27
B000971,3.7,0.78,129.23,0.16
B000972,1.28,1.96,133.33,0.36
B000973,3.06,1.88,198.59,0.29
B000974,2.1,0.58,68.1,0.39
B000975,2.52,1.37,158.05,0.46
B000976,4.57,0.73,88.07,0.49
B000977,4.34,1.59,160.41,0.25
B000978,3.58,1.39,162.34,0.17
B000979,4.81,0.51,110.29,0.18
B000980,4.86,1.32,174.72,0.41
B000981,4.2,0.84,68.08,0.36
B000982,1.35,0.97,141.88,0.44
B000983,4.91,1.76,135.5,0.29
B000984,3.23,1.08,102.61,0.39
B000985,2.89,1.12,139.88,0.27
B000986,4.34,0.98,53.53,0.22
B000987,4.12,0.72,58.09,0.39
B000988,4.31,1.01,58.24,0.23
B000989,4.73,0.78,106.12,0.32
B000990,1.31,0.76,78.87,0.36
B000991,2.93,0.69,67.86,0.12
B000992,3.02,1.03,97.96,0.29
B000993,4.17,1.23,133.88,0.38
B000994,3.53,1.43,134.32,0.35
B000995,4.76,1.0,198.14,0.14
B000996,3.34,1.57,147.93,0.33
B000997,3.18,1.77,179.37,0.39
B000998,3.11,1.11,115.7,0.3
B000999,2.93,1.47,103.98,0.26
B001000,2.04,1.85,133.51,0.33
B001001,3.89,1.42,64.67,0.49
B001002,1.26,0.81,149.74,0.35
B001003,4.31,1.69,63.31,0.36
B001004,2.69,0.79,106.17,0.26
B001005,2.52,0.61,115.05,0.17
B001006,3.89,1.07,79.36,0.35
B001007,1.53,0.99,79.56,0.48
B001008,2.1,1.15,73.93,0.22
B001009,1.04,1.77,109.03,0.29
B001010,3.32,1.29,118.77,0.26
B001011,3.75,1.9,184.74,0.46
B001012,2.54,1.67,156.01,0.1
B001013,1.61,1.09,141.53,0.26
B001014,2.57,1.33,56.83,0.36
B001015,2.67,1.9,103.73,0.33
B001016,3.13,1.68,111.05,0.45
B001017,4.82,0.88,84.86,0.16
B001018,3.0,0.9,151.51,0.29
B001019,3.8,1.84,93.37,0.14
B001020,1.67,0.64,171.35,0.11
B001021,3.96,1.03,113.21,0.49
B001022,1.55,0.76,134.25,0.36
B001023,2.03,1.42,86.83,0.34
B001024,2.43,1.87,62.27,0.1
B001025,2.61,1.91,138.21,0.5
B001026,4.49,0.81,99.41,0.23
B001027,1.38,1.19,150.41,0.28
B001028,1.64,1.81,107.42,0.29
B001029,4.19,0.97,59.57,0.12
B001030,4.75,0.52,97.63,0.38
B001031,4.33,0.64,92.04,0.39
B001032,4.23,0.81,148.28,0.16
B001033,2.28,1.93,151.27,0.15
B001034,2.64,0.67,76.95,0.22
B001035,4.08,1.52,85.88,0.46
B001036,1.21,1.68,52.9,0.36
B001037,3.63,1.58,121.7,0.27
B001038,1.26,1.18,156.01,0.2
B001039,1.58,1.4,81.83,0.48
B001040,1.34,1.54,171.08,0.36
B001041,1.35,1.09,66.87,0.11
B001042,3.22,2.0,196.61,0.24
B001043,3.39,0.85,172.23,0.46
B001044,4.5,1.81,63.69,0.35
B001045,2.83,1.22,108.57,0.24
B001046,3.27,1.53,142.47,0.41
B001047,4.56,1.3,70.64,0.25
B001048,1.95,1.75,188.98,0.21
B001049,2.89,0.97,94.44,0.14
B001050,2.75,0.66,114.76,0.44
B001051,1.71,1.91,152.14,0.42
B001052,3.33,0.64,121.33,0.48
B001053,4.71,1.62,156.53,0.44
B001054,4.15,0.76,106.58,0.11
B001055,4.62,1.32,60.76,0.44
B001056,1.91,1.43,160.77,0.18
B001057,4.05,0.86,189.43,0.26
B001058,2.64,0.69,75.69,0.17
B001059,3.55,1.58,134.84,0.15
B001060,4.1,0.92,154.9,0.46
B001061,4.52,1.87,108.76,0.49
B001062,4.62,1.62,114.82,0.23
B001063,3.23,0.74,51.39,0.36
B001064,2.05,1.99,129.76,0.12
B001065,4.76,1.86,152.49,0.27
B001066,3.19,1.68,100.47,0.48
B001067,3.85,1.1,194.59,0.11
B001068,2.94,0.92,82.12,0.23
B001069,4.37,1.63,83.3,0.38
B001070,2.25,0.67,97.51,0.48
B001071,4.55,1.74,102.34,0.49
B001072,3.93,1.96,66.31,0.35
B001073,3.38,1.87,193.75,0.32
B001074,4.35,1.32,60.98,0.32
B001075,4.91,0.57,158.41,0.48
B001076,3.77,0.98,58.66,0.42
B001077,2.59,1.14,183.92,0.22
B001078,2.67,0.57,127.31,0.32
B001079,3.87,1.88,186.18,0.38
B001080,2.59,1.3,166.59,0.25
B001081,4.51,1.97,95.17,0.45
B001082,3.16,1.94,70.74,0.15
B001083,3.62,0.77,163.94,0.13
B001084,1.37,1.28,87.42,0.49
B001085,4.14,1.48,62.21,0.29
B001086,2.1,1.83,191.58,0.45
B001087,3.14,0.56,191.35,0.19
B001088,3.02,1.94,73.32,0.45
B001089,4.65,1.9,151.18,0.25
B001090,2.52,1.25,91.83,0.32
B001091,2.47,0.66,79.94,0.29
B001092,1.06,1.56,99.81,0.37
B001093,4.63,0.91,141.63,0.46
B001094,1.45,0.72,98.92,0.17
B001095,4.15,1.08,141.43,0.35
B001096,4.17,1.75,143.2,0.12
B001097,4.49,1.24,148.13,0.21
B001098,2.46,1.73,100.28,0.22
B001099,2.65,1.93,193.96,0.31
B001100,4.34,1.14,56.5,0.33
B001101,1.36,1.63,190.11,0.3
B001102,1.18,0.63,160.1,0.41
B001103,4.57,1.35,60.33,0.39
B001104,3.73,1.2,83.86,0.47
B001105,1.47,0.54,66.15,0.42
B001106,4.78,0.71,110.42,0.19
B001107,3.79,1.39,165.39,0.37
B001108,3.58,0.77,104.16,0.26
B001109,4.3,1.55,164.31,0.34
B001110,3.35,0.89,58.49,0.27
B001111,4.04,0.6,149.76,0.35
B001112,4.78,0.92,192.31,0.22
B001113,4.28,1.73,153.76,0.48
B001114,2.61,0.51,184.02,0.34
B001115,4.08,1.51,196.62,0.24
B001116,2.29,1.58,88.05,0.33
B001117,4.71,0.54,64.61,0.47
B001118,1.72,1.41,73.07,0.18
B001119,1.66,1.7,149.64,0.26
B001120,3.43,0.55,51.2,0.11
B001121,4.99,1.27,113.37,0.16
B001122,4.49,0.86,129.45,0.14
B001123,3.25,1.69,64.2,0.39
B001124,3.65,0.56,128.17,0.11
B001125,4.34,1.83,163.93,0.44
B001126,4.02,1.34,85.1,0.22
B001127,1.05,0.54,171.96,0.42
B001128,2.91,0.93,195.32,0.48
B001129,1.29,1.54,77.14,0.17
B001130,2.38,1.34,76.57,0.11
B001131,3.74,0.61,61.35,0.31
B001132,2.77,1.9,80.62,0.23
B001133,3.75,1.89,136.64,0.14
B001134,2.45,0.92,52.8,0.13
B001135,4.82,1.91,123.2,0.14
B001136,4.71,1.81,197.76,0.28
B001137,4.53,1.44,179.88,0.29
B001138,4.6,0.69,127.77,0.36
B001139,3.49,0.86,66.82,0.21
B001140,2.7,0.98,176.47,0.47
B001141,4.65,1.81,160.69,0.46
B001142,4.91,1.66,93.25,0.38
B001143,4.6,0.51,65.88,0.26
B001144,1.59,1.15,126.8,0.13
B001145,4.32,1.09,102.25,0.48
B001146,1.38,0.6,116.0,0.13
B001147,2.8,0.97,116.91,0.19
B001148,1.68,1.69,53.84,0.14
B001149,4.39,1.84,162.53,0.18
B001150,3.9,0.75,157.98,0.29
B001151,3.2,1.43,94.97,0.37
B001152,1.68,1.39,198.23,0.12
B001153,1.96,0.96,152.76,0.15
B001154,1.7,1.29,193.66,0.42
B001155,4.4,1.28,116.81,0.49
B001156,3.92,1.82,125.69,0.47
B001157,3.38,1.67,54.14,0.19
B001158,1.71,1.7,162.54,0.43
B001159,1.28,1.72,142.42,0.35
B001160,2.02,1.7,172.84,0.2
B001161,4.05,1.15,93.9,0.24
B001162,1.18,0.62,196.88,0.3
B001163,4.78,1.88,117.75,0.23
B001164,3.15,1.66,136.53,0.32
B001165,3.92,1.38,178.28,0.3
B001166,4.19,0.55,155.81,0.24
B001167,2.43,1.86,78.0,0.27
B001168,3.89,1.71,173.23,0.39
B001169,3.1,0.79,138.96,0.23
B001170,4.73,0.8,161.42,0.21
B001171,4.28,1.34,153.09,0.37
B001172,4.27,0.57,57.79,0.45
B001173,2.29,1.44,152.47,0.23
B001174,3.88,0.56,100.62,0.31
B001175,1.07,1.92,174.48,0.28
B001176,4.74,0.88,76.94,0.34
B001177,1.17,1.27,140.0,0.31
B001178,4.06,1.81,190.88,0.15
B001179,3.5,1.74,160.92,0.44
B001180,1.5,0.79,141.83,0.15
B001181,1.62,1.47,125.72,0.36
B001182,2.58,1.85,72.08,0.27
B001183,2.63,1.79,196.93,0.44
B001184,1.13,0.91,69.46,0.15
B001185,3.84,0.85,84.27,0.15
B001186,3.83,1.04,84.81,0.31
B001187,3.59,0.79,192.04,0.33
B001188,4.6,1.04,199.76,0.24
B001189,2.83,0.74,124.49,0.2
B001190,1.12,0.86,168.83,0.28
B001191,2.83,1.91,159.29,0.15
B001192,4.95,0.57,135.03,0.41
B001193,4.15,1.77,172.88,0.21
B001194,1.35,1.44,77.34,0.12
B001195,4.83,1.59,51.22,0.33
B001196,4.56,1.51,187.99,0.44
B001197,2.67,1.05,60.44,0.11
B001198,3.47,0.62,128.13,0.48
B001199,1.61,1.0,166.27,0.32
B001200,4.64,0.65,84.47,0.49
B001201,4.69,0.63,91.22,0.25
B001202,4.65,1.3,130.29,0.21
B001203,3.49,1.72,145.01,0.5
B001204,4.16,1.05,139.82,0.38
B001205,1.03,0.52,198.21,0.11
B001206,3.97,1.34,129.4,0.34
B001207,4.78,1.95,179.57,0.46
B001208,2.95,1.62,182.04,0.23
B001209,3.61,0.73,89.27,0.13
B001210,3.95,0.69,194.84,0.36
B001211,2.59,1.48,104.65,0.45
B001212,3.32,1.15,154.33,0.2
B001213,4.17,0.63,189.77,0.19
B001214,4.39,0.52,69.83,0.45
B001215,3.64,0.71,149.84,0.13
B001216,4.97,1.08,82.46,0.46
B001217,3.04,1.66,134.85,0.31
B001218,4.19,0.6,86.47,0.18
B001219,2.98,1.21,197.8,0.49
B001220,2.75,1.91,161.37,0.17
B001221,3.99,1.15,97.58,0.17
B001222,2.47,0.72,122.82,0.46
B001223,2.75,1.15,147.16,0.12
B001224,3.79,1.8,189.51,0.17
B001225,4.17,1.37,78.04,0.34
B001226,4.98,1.13,89.15,0.28
B001227,1.78,1.83,182.17,0.5
B001228,2.89,1.83,154.99,0.25
B001229,2.46,0.64,185.21,0.12
B001230,3.79,1.24,188.98,0.19
B001231,3.29,0.66,86.95,0.35
B001232,4.11,1.94,152.89,0.44
B001233,1.52,1.3,64.87,0.19
B001234,1.31,1.7,122.23,0.12
B001235,2.3,0.61,95.47,0.29
B001236,2.99,1.5,100.77,0.36
B001237,4.68,1.16,156.37,0.45
B001238,3.51,1.07,92.42,0.12
B001239,1.27,1.57,63.25,0.24
B001240,2.81,1.8,181.46,0.11
B001241,4.82,1.32,66.99,0.36
B001242,2.98,1.98,166.17,0.31
B001243,1.47,0.66,115.06,0.45
B001244,4.32,1.34,164.22,0.18
B001245,2.45,1.32,81.98,0.35
B001246,3.39,0.95,133.12,0.12
B001247,4.39,0.98,149.99,0.19
B001248,3.34,1.1,148.52,0.33
B001249,2.8,1.24,176.87,0.29
B001250,4.35,0.78,93.46,0.3
B001251,3.02,1.38,161.69,0.48
B001252,4.29,1.2,111.39,0.19
B001253,4.04,0.77,61.04,0.28
B001254,1.57,0.83,97.97,0.4
B001255,1.98,1.61,83.16,0.38
B001256,1.63,0.64,53.44,0.48
B001257,1.47,0.93,147.52,0.2
B001258,2.43,1.8,69.82,0.28
B001259,2.86,1.19,63.49,0.43
B001260,3.46,1.78,156.35,0.4
B001261,4.14,1.79,96.18,0.33
B001262,3.91,0.75,197.77,0.12
B001263,1.52,0.56,102.52,0.44
B001264,2.54,1.75,149.32,0.34
B001265,4.81,1.76,133.12,0.12
B001266,3.86,1.54,126.12,0.43
B001267,3.31,1.51,105.18,0.5
B001268,3.02,0.93,195.19,0.16
B001269,3.46,1.45,116.05,0.13
B001270,1.45,0.57,80.16,0.42
B001271,2.41,0.88,102.27,0.33
B001272,4.28,0.93,132.37,0.25
B001273,1.41,1.78,141.19,0.37
B001274,4.32,1.26,174.5,0.49
B001275,4.61,1.02,178.2,0.42
B001276,2.69,1.96,151.2,0.29
B001277,1.6,0.82,162.29,0.31
B001278,4.74,1.62,194.97,0.35
B001279,1.74,0.79,183.75,0.14
B001280,3.86,1.98,123.6,0.44
B001281,1.64,1.2,188.2,0.37
B001282,1.26,1.19,61.84,0.49
B001283,4.81,1.33,169.85,0.39
B001284,1.22,1.91,72.72,0.46
B001285,4.83,0.81,87.32,0.32
B001286,3.35,1.39,123.21,0.24
B001287,4.07,1.31,81.02,0.35
B001288,3.23,1.51,153.91,0.36
B001289,3.96,0.95,193.04,0.44
B001290,4.15,0.56,112.58,0.21
B001291,2.43,1.56,169.44,0.15
B001292,3.07,0.97,141.3,0.36
B001293,1.48,1.67,95.72,0.24
B001294,2.28,1.13,129.95,0.48
B001295,3.47,1.5,87.03,0.15
B001296,3.06,0.83,142.6,0.45
B001297,1.67,1.79,62.6,0.42
B001298,3.79,1.48,157.34,0.44
B001299,2.01,1.33,132.02,0.16
B001300,3.04,1.32,166.25,0.24
B001301,4.44,1.97,76.78,0.19
B001302,2.75,1.42,193.08,0.37
B001303,4.37,2.0,89.55,0.48
B001304,4.17,1.08,140.2,0.4
B001305,4.28,1.81,94.46,0.35
B001306,2.04,1.72,77.62,0.16
B001307,2.05,1.25,129.16,0.19
B001308,2.6,0.74,53.02,0.26
B001309,2.02,1.35,143.79,0.31
B001310,3.42,1.19,96.35,0.23
B001311,4.04,1.61,64.9,0.2
B001312,4.26,1.34,104.86,0.33
B001313,3.14,1.47,74.08,0.49
B001314,4.66,1.71,112.36,0.45
B001315,3.15,0.96,80.59,0.16
B001316,2.0,1.78,104.05,0.33
B001317,2.55,0.57,158.96,0.44
B001318,2.25,1.84,74.11,0.36
B001319,1.93,1.77,166.24,0.2
B001320,2.59,1.96,182.45,0.26
B001321,3.34,0.57,111.67,0.22
B001322,4.96,1.21,75.43,0.45
B001323,3.28,0.85,181.57,0.46
B001324,4.21,1.76,189.22,0.44
B001325,1.93,1.16,66.9,0.28
B001326,3.16,1.72,130.31,0.49
B001327,4.7,0.74,198.8,0.42
B001328,3.69,0.97,143.73,0.22
B001329,3.47,1.67,156.03,0.43
B001330,1.82,1.9,144.68,0.21
B001331,1.43,1.5,130.58,0.5
B001332,1.53,0.74,163.86,0.39
B001333,4.61,1.39,178.82,0.42
B001334,4.53,0.53,149.61,0.4
B001335,4.76,1.7,191.45,0.29
B001336,4.83,0.74,97.19,0.17
B001337,1.7,1.37,170.75,0.28
B001338,4.13,1.78,70.58,0.39
B001339,4.98,0.51,91.38,0.45
B001340,3.54,1.5,196.95,0.48
B001341,1.22,1.57,180.14,0.38
B001342,2.27,1.43,115.32,0.49
B001343,4.86,1.41,181.36,0.49
B001344,2.34,1.97,83.3,0.29
B001345,3.36,0.8,126.85,0.11
B001346,2.4,0.91,191.59,0.46
B001347,1.51,0.97,57.66,0.24
B001348,2.83,0.72,125.78,0.16
B001349,2.99,1.64,88.25,0.23
B001350,1.56,1.83,89.13,0.5
B001351,3.22,1.93,183.34,0.42
B001352,1.13,0.73,64.86,0.35
B001353,4.45,1.25,192.34,0.12
B001354,4.98,1.27,60.75,0.17
B001355,3.52,1.12,182.76,0.19
B001356,2.19,1.86,104.35,0.18
B001357,2.39,1.24,160.84,0.13
B001358,3.59,1.69,73.79,0.13
B001359,3.71,1.08,55.27,0.28
B001360,3.67,0.62,176.25,0.1
B001361,2.75,1.02,194.21,0.42
B001362,3.59,1.04,75.86,0.23
B001363,2.56,1.92,166.18,0.23
B001364,3.25,1.92,80.08,0.46
B001365,4.4,0.6,132.47,0.26
B001366,1.35,0.92,60.2,0.22
B001367,1.89,1.45,172.05,0.31
B001368,4.49,1.31,187.97,0.17
B001369,1.29,1.81,68.94,0.19
B001370,4.48,1.67,72.87,0.21
B001371,3.61,1.42,56.5,0.34
B001372,1.88,1.57,188.84,0.23
B001373,2.95,1.63,180.54,0.34
B001374,3.05,1.37,180.84,0.29
B001375,2.15,1.61,51.59,0.29
B001376,1.6,1.65,123.94,0.42
B001377,1.66,1.43,167.91,0.18
B001378,2.21,1.08,154.82,0.29
B001379,3.73,1.26,90.8,0.37
B001380,1.01,0.52,94.13,0.26
B001381,4.14,1.65,65.1,0.41
B001382,2.5,1.63,173.75,0.14
B001383,1.91,1.5,162.03,0.19
B001384,4.37,1.03,158.65,0.21
B001385,3.87,1.51,94.5,0.23
B001386,3.43,0.52,196.09,0.37
B001387,2.44,1.29,69.13,0.44
B001388,2.86,1.22,68.74,0.36
B001389,3.49,0.96,55.14,0.22
B001390,1.14,1.6,89.43,0.45
B001391,3.85,0.58,163.87,0.35
B001392,3.63,0.82,170.84,0.4
