Batch_ID,Production_Date,Balls_Produced,Shift,Operator_ID
B000656,2022-12-13,2424,Morning,1070
B000657,2022-02-03,2189,Afternoon,1057
B000658,2023-12-27,884,Morning,1072
B000659,2022-09-09,1119,Morning,1082
B000660,2022-08-13,2003,Afternoon,1091
B000661,2022-01-18,1629,Morning,1019
B000662,2024-08-16,1143,Afternoon,1008
B000663,2023-11-17,1131,Night,1038
B000664,2022-04-01,2337,Night,1085
B000665,2024-04-30,2247,Night,1094
B000666,2022-04-20,3306,Afternoon,1027
B000667,2023-04-05,4821,Afternoon,1036
B000668,2022-06-15,2988,Night,1004
B000669,2023-02-13,3157,Night,1000
B000670,2022-04-03,3033,Morning,1076
B000671,2022-01-05,1593,Night,1010
B000672,2022-09-02,3823,Afternoon,1079
B000673,2024-05-11,655,Afternoon,1008
B000674,2023-05-01,2436,Morning,1062
B000675,2024-12-24,684,Morning,1090
B000676,2023-11-02,3983,Afternoon,1009
B000677,2023-03-29,1769,Afternoon,1013
B000678,2022-09-21,1423,Afternoon,1044
B000679,2022-11-20,3395,Night,1034
B000680,2022-05-27,2902,Morning,1071
B000681,2022-02-05,1023,Morning,1074
B000682,2024-04-09,2353,Afternoon,1090
B000683,2022-02-15,4668,Night,1099
B000684,2024-10-29,2918,Night,1075
B000685,2024-07-15,1399,Morning,1064
B000686,2024-10-14,1346,Morning,1052
B000687,2023-07-25,2235,Morning,1097
B000688,2022-04-07,2847,Morning,1062
B000689,2024-03-23,4666,Morning,1099
B000690,2023-09-25,1593,Night,1036
B000691,2023-05-09,4119,Afternoon,1099
B000692,2024-12-22,1134,Afternoon,1039
B000693,2023-02-14,2597,Morning,1069
B000694,2024-04-13,2721,Night,1065
B000695,2024-07-09,2238,Morning,1024
B000696,2024-04-21,4566,Night,1004
B000697,2022-10-28,4004,Morning,1090
B000698,2022-09-03,4158,Night,1066
B000699,2024-03-24,2500,Morning,1017
B000700,2023-10-27,2118,Night,1048
B000701,2024-09-07,3675,Afternoon,1023
B000702,2022-07-03,4058,Night,1021
B000703,2024-11-06,2761,Night,1017
B000704,2023-08-07,2815,Afternoon,1082
B000705,2024-05-07,4244,Afternoon,1082
B000706,2024-09-29,4248,Morning,1056
B000707,2024-11-22,922,Morning,1076
B000708,2022-10-23,4311,Night,1080
B000709,2023-09-30,4996,Morning,1083
B000710,2022-08-25,4630,Morning,1000
B000711,2023-07-14,3649,Afternoon,1041
B000712,2023-10-12,3285,Night,1098
B000713,2024-04-15,4924,Morning,1075
B000714,2023-12-10,3250,Morning,1020
B000715,2024-07-25,1769,Afternoon,1099
B000716,2024-11-17,2762,Afternoon,1001
B000717,2022-08-09,4404,Morning,1049
B000718,2022-07-02,1535,Afternoon,1090
B000719,2024-10-03,4565,Afternoon,1017
B000720,2023-05-12,3244,Morning,1032
B000721,2023-11-13,3619,Night,1038
B000722,2024-01-11,2924,Afternoon,1052
B000723,2023-11-04,3336,Afternoon,1064
B000724,2022-07-04,2884,Afternoon,1098
B000725,2024-04-28,3390,Night,1075
B000726,2024-04-06,4245,Morning,1019
B000727,2024-10-20,1623,Morning,1089
B000728,2023-12-06,4593,Afternoon,1032
B000729,2024-11-15,1719,Morning,1023
B000730,2023-11-30,1882,Morning,1045
B000731,2024-09-26,2896,Night,1051
B000732,2022-11-28,4154,Morning,1069
B000733,2023-09-09,2095,Night,1016
B000734,2022-11-16,2894,Night,1023
B000735,2022-06-27,3033,Afternoon,1040
B000736,2024-11-08,1643,Morning,1091
B000737,2022-04-02,2382,Night,1035
B000738,2024-09-20,2220,Morning,1044
B000739,2024-08-13,1937,Night,1094
B000740,2022-11-10,2622,Afternoon,1043
B000741,2023-08-25,4952,Night,1014
B000742,2022-06-26,991,Morning,1003
B000743,2024-10-15,3984,Morning,1034
B000744,2023-09-05,722,Morning,1028
B000745,2022-07-22,3970,Afternoon,1087
B000746,2023-09-14,1463,Afternoon,1078
B000747,2024-12-28,2196,Night,1030
B000748,2023-09-13,1418,Afternoon,1099
B000749,2023-06-09,3807,Afternoon,1052
B000750,2022-05-07,635,Afternoon,1091
B000751,2023-03-19,1328,Afternoon,1005
B000752,2024-12-05,4992,Morning,1072
B000753,2023-11-11,1694,Morning,1083
B000754,2022-09-27,4018,Night,1074
B000755,2022-10-20,2133,Morning,1018
B000756,2022-06-17,3193,Morning,1007
B000757,2024-12-10,4425,Night,1049
B000758,2024-01-31,3627,Night,1086
B000759,2023-06-24,3713,Morning,1072
B000760,2022-07-07,2239,Afternoon,1030
B000761,2024-05-21,958,Morning,1024
B000762,2022-01-23,3005,Night,1008
B000763,2023-06-18,1023,Night,1090
B000764,2023-08-03,4926,Afternoon,1089
B000765,2022-02-06,2220,Night,1090
B000766,2023-01-06,3193,Afternoon,1091
B000767,2023-03-04,4973,Morning,1005
B000768,2022-05-14,3182,Afternoon,1063
B000769,2022-03-02,4582,Night,1019
B000770,2023-08-14,3361,Morning,1036
B000771,2023-06-22,3952,Afternoon,1080
B000772,2024-02-27,941,Night,1068
B000773,2022-06-01,1623,Night,1051
B000774,2024-07-09,1895,Afternoon,1036
B000775,2022-03-30,2881,Afternoon,1021
B000776,2023-12-30,2171,Night,1025
B000777,2024-11-13,2883,Afternoon,1001
B000778,2023-10-12,2219,Afternoon,1014
B000779,2024-08-20,4218,Morning,1045
B000780,2022-03-19,2462,Morning,1090
B000781,2023-11-06,1849,Morning,1053
B000782,2024-07-27,4047,Night,1043
B000783,2022-07-02,2784,Afternoon,1043
B000784,2023-04-12,1712,Afternoon,1066
B000785,2023-03-23,1758,Morning,1011
B000786,2024-09-05,1061,Morning,1004
B000787,2022-12-07,4738,Night,1023
B000788,2023-06-14,1407,Afternoon,1018
B000789,2023-05-14,2177,Night,1074
B000790,2023-12-01,3198,Night,1028
B000791,2022-02-28,3842,Afternoon,1096
B000792,2023-12-26,3537,Afternoon,1035
B000793,2023-12-16,4345,Morning,1026
B000794,2022-08-14,4231,Night,1031
B000795,2023-06-16,1818,Morning,1014
B000796,2022-08-03,2468,Afternoon,1028
B000797,2022-02-11,3064,Night,1032
B000798,2024-03-01,4559,Morning,1051
B000799,2023-02-09,3186,Night,1058
B000800,2023-03-07,2832,Night,1068
B000801,2024-07-27,4558,Night,1097
B000802,2023-07-23,4759,Night,1096
B000803,2024-04-12,992,Night,1057
B000804,2024-07-30,2151,Afternoon,1022
B000805,2024-04-24,1318,Night,1066
B000806,2023-10-20,2043,Morning,1023
B000807,2024-07-31,2384,Night,1088
B000808,2023-04-01,4242,Night,1004
B000809,2023-03-22,951,Afternoon,1067
B000810,2023-02-11,3874,Afternoon,1051
B000811,2022-02-01,656,Morning,1059
B000812,2022-03-16,4380,Morning,1050
B000813,2024-05-20,3361,Night,1066
B000814,2024-11-28,3305,Morning,1085
B000815,2023-08-15,3044,Morning,1012
B000816,2023-10-14,2466,Morning,1070
B000817,2024-04-04,4997,Morning,1068
B000818,2023-11-04,2217,Morning,1096
B000819,2024-09-20,2404,Afternoon,1085
B000820,2023-08-23,1906,Afternoon,1062
B000821,2024-02-07,1670,Night,1056
B000822,2023-11-23,2179,Afternoon,1023
B000823,2024-08-02,2614,Night,1085
B000824,2023-10-17,1540,Night,1018
B000825,2023-07-31,3782,Morning,1027
B000826,2024-09-09,3830,Night,1071
B000827,2024-12-19,2381,Night,1086
B000828,2023-09-15,2428,Night,1021
B000829,2024-11-06,574,Afternoon,1041
B000830,2022-01-09,4717,Morning,1004
B000831,2022-09-07,2770,Night,1072
B000832,2022-11-04,3835,Night,1025
B000833,2022-12-31,2148,Morning,1078
B000834,2024-01-13,2691,Morning,1017
B000835,2022-09-03,4827,Morning,1037
B000836,2022-03-02,4866,Night,1089
B000837,2022-02-24,4002,Afternoon,1095
B000838,2024-03-04,663,Night,1070
B000839,2022-11-29,2349,Night,1021
B000840,2022-11-14,536,Night,1063
B000841,2022-08-30,3230,Morning,1079
B000842,2024-11-10,3761,Morning,1006
B000843,2022-09-14,1242,Night,1091
B000844,2022-02-06,602,Afternoon,1043
B000845,2022-08-18,2653,Afternoon,1008
B000846,2023-10-13,962,Night,1015
B000847,2022-07-19,3286,Night,1052
B000848,2022-09-24,4301,Night,1084
B000849,2023-07-28,3284,Afternoon,1050
B000850,2022-05-22,2002,Morning,1076
B000851,2024-03-01,3791,Night,1044
B000852,2023-04-18,3474,Morning,1042
B000853,2022-07-07,1674,Afternoon,1008
B000854,2022-01-14,4857,Afternoon,1013
B000855,2022-07-22,2881,Night,1008
B000856,2022-02-25,3933,Night,1089
B000857,2023-01-31,2351,Morning,1070
B000858,2024-06-25,2066,Morning,1073
B000859,2023-07-08,2671,Afternoon,1026
B000860,2023-05-27,2758,Afternoon,1033
B000861,2023-08-19,2144,Night,1089
B000862,2024-02-27,2653,Night,1010
B000863,2022-04-04,4047,Morning,1072
B000864,2023-10-08,2032,Morning,1010
B000865,2024-08-13,2964,Afternoon,1074
B000866,2022-06-04,4861,Morning,1082
B000867,2023-05-08,4556,Night,1005
B000868,2022-01-31,1956,Night,1077
B000869,2022-12-22,3968,Night,1034
B000870,2022-02-02,3161,Afternoon,1092
B000871,2024-04-10,1196,Night,1008
B000872,2023-06-02,3240,Night,1003
B000873,2024-03-18,1564,Afternoon,1076
B000874,2024-10-06,2186,Morning,1068
B000875,2022-06-13,634,Morning,1009
B000876,2024-03-17,1022,Night,1088
B000877,2023-10-09,2978,Afternoon,1074
B000878,2024-10-13,1410,Night,1051
B000879,2022-11-29,1208,Night,1006
B000880,2023-04-14,3097,Night,1011
B000881,2022-04-19,1395,Morning,1021
B000882,2022-05-12,1014,Afternoon,1023
B000883,2022-07-26,2219,Morning,1071
B000884,2023-07-27,4653,Afternoon,1074
B000885,2023-04-08,3755,Morning,1012
B000886,2022-09-17,1996,Morning,1080
B000887,2024-01-27,3586,Night,1082
B000888,2024-11-15,856,Morning,1087
B000889,2024-07-04,3764,Night,1070
B000890,2023-08-16,1231,Night,1044
B000891,2022-11-06,1738,Morning,1010
B000892,2024-07-05,4353,Morning,1055
B000893,2023-12-18,4854,Morning,1070
B000894,2023-10-09,3655,Afternoon,1010
B000895,2022-08-09,2809,Morning,1024
B000896,2022-10-04,1807,Night,1043
B000897,2023-11-24,4973,Night,1051
B000898,2022-10-29,2689,Afternoon,1090
B000899,2023-06-29,3470,Night,1025
B000900,2022-01-29,729,Afternoon,1082
B000901,2022-11-02,3771,Afternoon,1065
B000902,2024-11-10,3303,Morning,1052
B000903,2024-10-07,1917,Morning,1065
B000904,2023-06-14,1709,Afternoon,1003
B000905,2024-04-18,1503,Night,1066
B000906,2022-12-28,3769,Afternoon,1033
B000907,2022-09-10,3646,Afternoon,1076
B000908,2024-10-25,2482,Afternoon,1006
B000909,2023-08-01,4451,Morning,1048
B000910,2023-02-15,2020,Afternoon,1093
B000911,2022-11-01,1738,Morning,1045
B000912,2022-09-27,2095,Afternoon,1069
B000913,2022-12-18,677,Night,1033
B000914,2022-10-31,4814,Night,1079
B000915,2022-08-05,4875,Afternoon,1091
B000916,2023-01-06,2267,Afternoon,1030
B000917,2023-08-01,1914,Afternoon,1057
B000918,2022-06-09,1258,Morning,1051
B000919,2024-05-10,2634,Morning,1024
B000920,2023-06-12,3619,Morning,1062
B000921,2022-06-13,4342,Afternoon,1096
B000922,2022-07-29,2116,Afternoon,1013
B000923,2022-02-15,2109,Afternoon,1081
B000924,2024-12-31,2019,Morning,1053
B000925,2023-08-15,986,Afternoon,1001
B000926,2024-02-15,3372,Afternoon,1002
B000927,2022-06-07,4247,Morning,1000
B000928,2024-12-20,1807,Morning,1089
B000929,2023-12-31,2589,Night,1023
B000930,2023-10-31,2243,Morning,1058
B000931,2022-12-15,4898,Night,1023
B000932,2023-07-16,4168,Morning,1074
B000933,2022-05-11,620,Morning,1068
B000934,2022-05-20,3569,Morning,1049
B000935,2022-11-16,3953,Morning,1074
B000936,2023-09-10,683,Night,1008
B000937,2022-10-11,977,Afternoon,1031
B000938,2023-09-10,1129,Night,1066
B000939,2023-05-17,4875,Morning,1056
B000940,2022-07-16,952,Night,1058
B000941,2024-04-02,3188,Afternoon,1066
B000942,2023-11-23,3360,Night,1085
B000943,2024-05-17,2545,Night,1069
B000944,2023-10-07,3909,Night,1046
B000945,2024-05-15,2773,Afternoon,1080
B000946,2023-03-06,2797,Afternoon,1054
B000947,2022-10-29,3217,Afternoon,1095
B000948,2022-08-31,4095,Morning,1069
B000949,2024-08-06,837,Afternoon,1017
B000950,2022-08-20,2992,Night,1032
B000951,2024-12-30,662,Afternoon,1063
B000952,2024-08-20,1731,Afternoon,1057
B000953,2022-08-30,793,Morning,1035
B000954,2022-02-13,1751,Afternoon,1030
B000955,2022-06-20,2114,Morning,1041
B000956,2023-06-06,4094,Night,1048
B000957,2022-03-02,1605,Afternoon,1042
B000958,2022-06-15,3889,Afternoon,1003
B000959,2024-07-01,2075,Morning,1021
B000960,2024-09-28,3334,Morning,1023
B000961,2023-09-09,3099,Night,1071
B000962,2023-10-26,4219,Afternoon,1009
B000963,2023-05-20,2763,Night,1088
B000964,2022-01-03,932,Afternoon,1035
B000965,2023-02-21,2305,Afternoon,1014
B000966,2022-08-11,3502,Morning,1093
B000967,2022-12-16,4400,Night,1002
B000968,2023-12-21,4521,Night,1041
B000969,2022-08-13,1318,Morning,1080
B000970,2022-07-02,1222,Morning,1038
B000971,2024-10-04,2656,Morning,1026
B000972,2022-10-22,789,Afternoon,1085
B000973,2024-05-24,4614,Afternoon,1073
B000974,2022-03-06,1749,Morning,1031
B000975,2023-01-12,3200,Morning,1015
B000976,2022-02-22,4826,Night,1010
B000977,2022-05-06,3883,Night,1005
B000978,2024-06-10,4283,Afternoon,1097
B000979,2024-11-28,4061,Night,1005
B000980,2023-02-24,3162,Morning,1050
B000981,2023-04-18,642,Night,1081
B000982,2023-08-31,1554,Morning,1057
B000983,2024-07-27,1476,Morning,1057
B000984,2023-02-04,1616,Morning,1094
B000985,2023-05-23,4262,Night,1016
B000986,2024-11-16,4519,Night,1061
B000987,2023-08-31,942,Afternoon,1030
B000988,2023-10-21,880,Afternoon,1070
B000989,2022-10-29,1761,Afternoon,1059
B000990,2022-01-16,3002,Afternoon,1048
B000991,2022-01-19,656,Morning,1043
B000992,2023-06-17,682,Afternoon,1022
B000993,2023-12-10,2005,Afternoon,1049
B000994,2022-08-18,923,Morning,1046
B000995,2022-07-24,4037,Afternoon,1002
B000996,2023-11-16,3421,Afternoon,1021
B000997,2023-09-18,3684,Morning,1037
B000998,2022-01-13,4191,Morning,1028
B000999,2022-02-22,2272,Morning,1047
B001000,2022-07-26,3456,Morning,1053
B001001,2024-06-27,3478,Afternoon,1028
B001002,2023-12-21,2062,Morning,1042
B001003,2022-08-03,2890,Afternoon,1011
B001004,2023-03-20,4284,Night,1064
B001005,2023-06-27,4546,Morning,1063
B001006,2023-04-26,2113,Afternoon,1057
B001007,2023-03-02,3405,Afternoon,1024
B001008,2022-11-27,3359,Night,1031
B001009,2024-08-03,689,Morning,1000
B001010,2024-10-26,4916,Morning,1051
B001011,2022-01-22,1585,Night,1037
B001012,2023-03-18,1689,Morning,1070
B001013,2022-12-06,2131,Morning,1046
B001014,2023-08-02,964,Night,1021
B001015,2023-05-03,3408,Afternoon,1031
B001016,2023-12-21,1711,Night,1069
B001017,2022-11-18,1643,Afternoon,1074
B001018,2023-04-23,778,Morning,1072
B001019,2024-06-02,2942,Morning,1041
B001020,2022-03-19,3239,Night,1018
B001021,2024-08-27,3047,Morning,1001
B001022,2023-11-19,2633,Morning,1099
B001023,2024-04-19,4551,Morning,1033
B001024,2024-11-29,4220,Night,1089
B001025,2022-01-01,3969,Morning,1054
B001026,2022-05-17,3699,Night,1029
B001027,2022-11-10,4061,Afternoon,1067
B001028,2024-10-12,4228,Morning,1000
B001029,2022-03-19,3712,Morning,1054
B001030,2024-03-24,1903,Afternoon,1082
B001031,2023-04-22,4374,Afternoon,1040
B001032,2022-11-06,1461,Morning,1092
B001033,2023-05-09,519,Night,1080
B001034,2022-04-03,2512,Night,1096
B001035,2023-12-14,1276,Night,1016
B001036,2023-01-31,3435,Night,1009
B001037,2022-03-31,3393,Night,1041
B001038,2022-01-06,4859,Afternoon,1020
B001039,2023-02-17,3775,Afternoon,1081
B001040,2023-03-26,2741,Night,1074
B001041,2024-09-01,2765,Afternoon,1044
B001042,2024-11-25,607,Morning,1072
B001043,2024-08-08,2606,Afternoon,1089
B001044,2022-06-01,2654,Night,1060
B001045,2023-03-03,4236,Night,1018
B001046,2024-11-23,3618,Night,1080
B001047,2023-08-27,4445,Night,1001
B001048,2023-04-19,3040,Afternoon,1012
B001049,2022-11-22,880,Night,1075
B001050,2023-01-05,4655,Afternoon,1094
B001051,2022-08-09,4698,Morning,1029
B001052,2023-10-17,4143,Afternoon,1005
B001053,2023-06-24,3209,Afternoon,1088
B001054,2024-05-13,2766,Morning,1007
B001055,2022-03-06,1769,Night,1096
B001056,2024-03-07,1648,Afternoon,1013
B001057,2022-08-22,4724,Morning,1030
B001058,2023-10-20,2532,Morning,1015
B001059,2024-11-04,1043,Morning,1067
B001060,2024-02-24,2888,Morning,1040
B001061,2023-02-09,4998,Afternoon,1024
B001062,2024-09-02,1623,Afternoon,1060
B001063,2024-11-03,3035,Morning,1040
B001064,2023-12-23,829,Night,1003
B001065,2023-01-09,3466,Night,1043
B001066,2024-10-17,2370,Night,1038
B001067,2022-05-31,1712,Afternoon,1073
B001068,2024-10-18,2055,Night,1030
B001069,2022-11-19,4501,Morning,1026
B001070,2022-02-26,4509,Night,1032
B001071,2024-08-31,4427,Morning,1052
B001072,2022-02-15,3499,Morning,1007
B001073,2022-09-29,3547,Night,1016
B001074,2023-09-29,1570,Night,1092
B001075,2022-10-09,4115,Morning,1023
B001076,2022-03-12,1179,Night,1099
B001077,2023-10-12,1469,Afternoon,1018
B001078,2022-08-24,3109,Night,1031
B001079,2024-02-05,3754,Afternoon,1017
B001080,2022-04-09,3113,Night,1099
B001081,2022-07-12,3322,Afternoon,1074
B001082,2023-09-10,3695,Night,1078
B001083,2022-01-18,4991,Morning,1056
B001084,2024-03-28,2002,Night,1085
B001085,2022-03-06,4700,Night,1060
B001086,2022-09-18,768,Morning,1035
B001087,2022-09-28,3724,Afternoon,1052
B001088,2024-04-30,3550,Afternoon,1064
B001089,2023-03-28,1613,Morning,1097
B001090,2023-04-28,3421,Morning,1094
B001091,2024-07-04,4359,Morning,1017
B001092,2022-02-20,4276,Morning,1092
B001093,2024-03-28,932,Night,1082
B001094,2024-05-25,3871,Morning,1057
B001095,2023-05-02,713,Afternoon,1013
B001096,2022-01-27,3188,Afternoon,1009
B001097,2023-01-27,1908,Morning,1050
B001098,2024-01-12,3969,Morning,1094
B001099,2023-05-02,3700,Night,1096
B001100,2024-07-05,3732,Morning,1055
B001101,2022-11-02,3134,Afternoon,1094
B001102,2024-10-29,3629,Night,1021
B001103,2024-08-02,1155,Morning,1060
B001104,2023-10-21,1304,Night,1019
B001105,2023-10-12,4492,Afternoon,1089
B001106,2023-01-21,539,Night,1074
B001107,2023-11-10,771,Night,1051
B001108,2024-07-10,3577,Morning,1077
B001109,2022-06-19,526,Morning,1059
B001110,2022-10-24,3370,Morning,1000
B001111,2022-09-17,3421,Night,1064
B001112,2024-07-15,2725,Morning,1080
B001113,2022-06-10,1314,Afternoon,1026
B001114,2024-09-05,3881,Afternoon,1015
B001115,2024-01-11,2790,Afternoon,1064
B001116,2023-02-07,1242,Morning,1049
B001117,2023-10-16,3232,Night,1044
B001118,2022-04-09,3455,Night,1024
B001119,2022-12-10,1353,Morning,1021
B001120,2024-01-03,574,Morning,1021
B001121,2023-06-10,1176,Night,1094
B001122,2024-05-31,4255,Night,1076
B001123,2022-08-11,2278,Morning,1067
B001124,2023-03-02,2763,Afternoon,1071
B001125,2023-04-23,4488,Morning,1042
B001126,2023-08-23,3533,Night,1086
B001127,2022-06-03,3706,Morning,1080
B001128,2023-07-16,4561,Afternoon,1046
B001129,2022-01-05,1525,Morning,1037
B001130,2022-05-03,1647,Afternoon,1041
B001131,2023-09-11,4368,Night,1013
B001132,2024-10-18,4891,Afternoon,1057
B001133,2024-01-29,4969,Afternoon,1041
B001134,2024-02-24,1148,Afternoon,1013
B001135,2023-12-29,1510,Afternoon,1067
B001136,2024-09-26,4676,Morning,1095
B001137,2024-11-10,4954,Night,1017
B001138,2022-01-05,554,Morning,1008
B001139,2022-09-19,2316,Morning,1026
B001140,2023-03-27,2174,Morning,1055
B001141,2024-07-18,1489,Night,1094
B001142,2022-01-30,3767,Afternoon,1038
B001143,2023-05-22,4109,Night,1008
B001144,2023-09-27,4588,Afternoon,1048
B001145,2024-04-26,3636,Night,1022
B001146,2023-01-30,3226,Afternoon,1023
B001147,2022-10-08,2977,Night,1087
B001148,2024-11-03,4796,Night,1001
B001149,2023-03-14,3889,Afternoon,1024
B001150,2022-11-05,2163,Morning,1003
B001151,2023-08-04,2789,Morning,1024
B001152,2024-02-26,1215,Night,1093
B001153,2023-03-18,4391,Afternoon,1024
B001154,2023-04-16,4495,Morning,1020
B001155,2023-04-17,4195,Morning,1045
B001156,2024-11-11,872,Afternoon,1059
B001157,2023-09-23,757,Afternoon,1022
B001158,2024-06-01,3870,Morning,1008
B001159,2023-10-10,4316,Afternoon,1078
B001160,2024-08-06,4538,Afternoon,1069
B001161,2023-09-30,1030,Afternoon,1097
B001162,2024-10-25,4092,Night,1064
B001163,2024-01-19,1239,Night,1002
B001164,2022-06-24,3956,Afternoon,1021
B001165,2024-12-15,3857,Afternoon,1094
B001166,2024-12-07,913,Night,1014
B001167,2023-03-08,4719,Night,1067
B001168,2022-06-25,2119,Night,1075
B001169,2023-05-20,3199,Night,1063
B001170,2023-05-13,3073,Afternoon,1076
B001171,2024-04-12,1283,Morning,1020
B001172,2022-05-18,1110,Night,1083
B001173,2022-02-18,2836,Night,1094
B001174,2023-06-29,2077,Afternoon,1072
B001175,2024-10-19,1677,Morning,1040
B001176,2023-01-01,2918,Morning,1094
B001177,2024-05-30,3124,Afternoon,1035
B001178,2024-06-03,1804,Afternoon,1080
B001179,2023-09-20,810,Night,1020
B001180,2024-12-14,2184,Afternoon,1045
B001181,2024-06-25,1164,Morning,1094
B001182,2024-01-22,3864,Afternoon,1085
B001183,2022-03-24,1082,Night,1043
B001184,2022-01-17,3057,Morning,1012
B001185,2023-12-28,1658,Morning,1038
B001186,2024-11-01,3396,Night,1004
B001187,2023-08-20,1336,Morning,1049
B001188,2022-06-21,4684,Afternoon,1085
B001189,2022-01-25,2764,Afternoon,1082
B001190,2022-04-13,3448,Afternoon,1041
B001191,2024-11-23,2896,Afternoon,1048
B001192,2022-10-31,4174,Morning,1004
B001193,2022-05-22,695,Night,1096
B001194,2023-10-03,955,Morning,1049
B001195,2023-10-30,2839,Night,1041
B001196,2022-10-07,3615,Morning,1003
B001197,2024-05-24,1082,Night,1080
B001198,2022-05-28,2486,Night,1041
B001199,2022-01-06,4988,Afternoon,1043
B001200,2023-07-19,2348,Afternoon,1033
B001201,2023-02-24,3768,Night,1089
B001202,2022-12-26,3042,Morning,1037
B001203,2023-10-08,4571,Morning,1016
B001204,2024-10-02,4595,Afternoon,1089
B001205,2024-06-05,1855,Night,1000
B001206,2024-09-01,734,Morning,1077
B001207,2022-04-08,597,Night,1087
B001208,2022-12-03,554,Afternoon,1008
B001209,2024-03-10,2573,Night,1031
B001210,2023-05-27,4595,Morning,1089
B001211,2022-05-30,3628,Morning,1042
B001212,2023-05-15,2002,Morning,1001
B001213,2024-02-25,3846,Night,1079
B001214,2023-11-06,1899,Night,1072
B001215,2023-10-22,2684,Morning,1038
B001216,2023-01-13,1717,Night,1062
B001217,2022-07-23,1217,Afternoon,1055
B001218,2023-06-02,4911,Night,1003
