Machine_ID,Log_Date,Downtime_Minutes,Efficiency_%,Maintenance_Required
20,2023-01-26,90,83.51,No
35,2024-03-10,59,77.82,No
28,2022-01-24,10,98.87,Yes
40,2024-12-05,10,78.91,No
47,2022-07-18,1,92.16,No
17,2022-04-18,47,82.8,No
21,2023-05-20,31,91.74,No
9,2023-05-03,71,91.01,Yes
14,2023-07-03,1,76.24,No
28,2023-06-15,25,86.22,Yes
2,2024-02-12,3,81.04,No
46,2022-05-03,0,84.0,No
11,2022-09-22,52,97.82,No
36,2024-09-26,23,84.27,No
27,2023-12-11,66,94.12,No
9,2024-09-12,79,95.53,Yes
36,2024-09-03,50,85.18,No
2,2024-09-18,38,81.98,No
20,2024-05-09,25,82.32,Yes
41,2022-12-05,112,90.79,No
36,2024-04-06,112,96.52,Yes
2,2024-11-10,70,95.71,No
22,2022-11-28,76,90.66,No
23,2024-01-17,54,88.94,No
30,2023-02-18,7,92.97,No
15,2023-07-25,51,98.83,No
19,2023-07-21,66,76.91,No
46,2022-04-23,31,97.74,No
6,2022-09-17,90,84.17,No
18,2024-11-11,57,81.31,No
24,2023-10-17,52,81.76,No
23,2024-12-20,78,84.89,No
22,2023-07-31,0,82.14,No
29,2022-09-24,22,82.31,No
1,2023-01-14,67,98.94,No
10,2024-01-29,46,90.06,No
33,2024-06-09,100,84.73,No
1,2023-07-27,103,91.08,No
47,2023-08-05,103,97.75,No
46,2022-09-06,92,89.25,No
8,2022-05-01,113,95.5,No
36,2023-12-08,64,94.38,No
47,2023-11-06,23,89.04,No
19,2023-08-31,56,84.29,No
36,2022-08-02,14,75.76,No
23,2024-03-25,84,85.33,No
31,2023-04-16,56,84.35,No
6,2024-02-11,20,75.7,No
31,2022-03-25,46,77.12,No
1,2024-02-02,101,85.24,No
5,2024-04-12,115,98.42,No
20,2024-11-10,114,76.96,No
40,2022-06-26,43,95.95,Yes
40,2022-06-23,54,79.65,No
16,2022-05-21,109,86.71,No
49,2022-06-15,0,95.86,No
47,2022-01-09,73,76.83,No
9,2022-10-09,24,76.99,No
31,2024-07-06,97,76.6,No
27,2022-12-04,73,91.24,No
3,2024-02-08,56,93.89,No
27,2022-06-03,111,85.78,No
1,2023-03-10,65,78.41,No
39,2022-05-21,7,83.16,No
4,2024-02-06,18,76.21,Yes
16,2023-07-25,9,93.57,No
8,2024-11-01,96,78.78,No
49,2022-11-13,91,95.18,No
24,2024-09-08,58,92.7,No
7,2024-12-09,91,89.92,No
24,2022-04-06,112,85.55,No
5,2024-03-31,114,85.19,No
26,2022-08-09,35,79.28,No
45,2023-09-26,78,88.65,No
31,2023-05-14,69,85.36,No
6,2022-06-17,111,89.06,No
43,2022-10-16,102,83.18,No
38,2022-07-10,112,97.73,No
16,2022-09-25,66,89.48,No
21,2024-06-03,13,89.82,No
38,2023-07-27,62,97.84,No
39,2022-07-19,55,86.24,No
37,2024-07-12,47,78.04,Yes
25,2024-11-26,57,82.48,No
41,2023-11-14,93,94.19,No
8,2024-10-29,48,98.8,No
28,2023-05-26,21,82.74,No
12,2023-02-16,117,80.7,No
38,2023-11-02,42,98.0,No
35,2023-08-25,75,82.13,No
3,2024-12-17,76,75.02,No
40,2024-05-01,104,84.69,No
45,2022-12-01,20,97.91,No
3,2024-08-29,87,94.98,No
4,2023-08-31,97,97.14,No
23,2023-11-21,32,88.7,No
7,2023-06-24,87,97.38,No
19,2023-09-02,30,83.89,No
2,2023-08-10,83,95.64,No
29,2022-06-22,84,95.59,No
37,2023-06-11,1,83.79,No
40,2022-10-01,88,97.13,No
28,2022-02-04,79,81.12,No
47,2023-09-03,28,95.64,No
32,2023-07-06,16,93.39,No
28,2024-09-21,99,85.56,Yes
29,2023-02-02,77,87.14,Yes
47,2023-03-02,2,90.62,No
26,2022-12-07,48,86.16,No
35,2022-04-13,11,87.19,No
14,2024-04-28,47,79.8,No
47,2023-04-01,17,87.36,No
8,2023-06-16,65,77.2,No
25,2024-04-21,119,98.36,No
2,2024-05-17,19,82.36,No
26,2022-03-10,39,98.26,No
26,2022-10-04,50,83.57,Yes
14,2024-01-10,91,95.91,No
12,2024-12-19,19,89.88,No
35,2024-07-17,94,84.54,No
14,2023-09-12,37,78.38,No
6,2023-07-09,88,93.93,No
26,2023-01-08,50,95.78,No
45,2023-08-09,111,98.75,No
36,2022-11-01,111,76.59,Yes
49,2024-07-23,6,85.05,No
29,2022-10-08,112,83.49,No
26,2022-01-28,18,76.42,No
37,2024-08-15,54,84.37,No
30,2023-03-29,54,91.85,No
6,2022-10-21,107,85.61,No
38,2024-09-13,115,75.91,No
34,2022-05-12,6,93.1,No
11,2022-03-24,29,89.39,No
30,2024-10-07,97,90.8,No
33,2024-08-29,114,98.25,No
4,2022-04-23,101,78.2,No
7,2023-07-04,92,83.31,No
6,2023-02-22,116,75.29,Yes
36,2023-04-24,46,79.65,No
7,2023-09-16,113,89.46,No
6,2024-02-22,52,96.37,Yes
38,2022-06-11,50,90.75,No
45,2023-12-28,76,77.49,No
28,2022-02-19,58,75.95,No
29,2023-10-10,29,92.53,No
24,2022-03-11,81,85.36,No
31,2022-01-27,63,81.39,No
2,2022-06-17,78,80.48,No
18,2023-10-11,107,80.34,No
15,2022-06-11,36,94.12,No
38,2024-01-05,57,91.01,No
9,2022-06-13,99,77.35,No
3,2024-12-26,70,85.15,No
15,2022-10-02,118,76.39,No
41,2022-09-21,58,88.84,No
32,2024-01-13,46,89.31,No
12,2023-02-05,38,81.36,No
20,2022-10-09,9,77.06,No
23,2023-03-01,3,87.25,No
5,2022-04-29,30,78.59,No
35,2024-05-24,28,81.09,No
12,2022-05-14,43,78.04,No
45,2024-03-30,101,84.59,No
32,2022-07-25,118,79.29,No
36,2022-12-08,72,82.66,No
35,2022-07-11,28,81.12,No
37,2023-11-03,61,83.12,No
6,2023-07-02,16,97.43,No
10,2023-09-01,67,92.9,No
46,2022-05-02,106,85.18,No
12,2024-08-10,25,82.41,No
12,2024-01-15,84,90.95,No
38,2022-10-15,9,87.24,No
3,2023-07-30,33,98.66,No
34,2022-12-09,105,93.58,No
18,2024-07-30,100,98.11,Yes
19,2024-04-13,19,92.67,No
6,2024-12-02,21,80.68,No
21,2023-02-24,1,83.01,No
4,2024-06-03,52,81.25,No
45,2024-05-08,68,76.09,No
26,2023-11-03,3,78.14,No
40,2023-03-18,92,96.6,No
33,2022-08-03,76,76.72,Yes
29,2024-03-13,33,79.45,No
15,2023-08-11,20,80.12,No
44,2023-07-17,93,83.21,No
2,2022-11-08,58,86.96,No
32,2024-03-18,34,86.49,Yes
16,2024-08-12,38,91.15,No
35,2024-10-26,108,82.97,No
14,2023-01-18,95,97.87,No
20,2024-09-03,99,87.65,No
6,2023-11-19,47,83.31,No
15,2022-06-22,62,75.89,No
3,2022-07-26,69,80.77,Yes
4,2022-11-25,6,76.57,No
28,2024-11-05,98,97.93,Yes
37,2023-12-01,21,94.8,No
24,2022-04-18,89,78.94,Yes
46,2022-11-25,36,94.03,No
25,2024-04-23,112,75.1,No
38,2024-10-23,31,89.06,No
21,2023-08-12,72,85.25,No
8,2023-09-20,118,78.64,No
31,2024-01-19,41,84.88,No
39,2022-07-31,67,89.75,No
4,2024-01-07,19,95.98,No
8,2022-02-18,55,78.23,No
47,2023-07-28,95,91.01,No
22,2023-02-08,17,76.33,No
1,2024-10-25,114,97.62,No
15,2023-12-31,71,77.65,No
11,2022-09-07,88,88.2,No
27,2022-05-13,76,84.0,No
18,2022-11-13,38,80.98,No
25,2022-04-02,6,81.11,No
11,2022-11-24,39,75.44,No
38,2023-10-01,92,90.33,Yes
41,2024-01-05,99,98.59,No
10,2024-03-04,44,84.8,No
40,2022-10-19,72,78.41,No
38,2023-01-09,31,84.69,No
29,2024-12-06,102,94.18,No
11,2023-09-05,85,80.01,No
10,2022-06-24,97,80.29,No
25,2023-05-04,61,95.7,No
24,2022-07-10,72,90.62,No
20,2023-09-16,14,78.58,No
20,2024-12-18,113,95.11,No
26,2022-07-21,47,95.21,No
43,2024-04-05,5,94.02,Yes
27,2024-11-10,71,80.4,Yes
17,2022-03-16,13,95.01,No
17,2022-12-26,67,80.79,No
17,2022-04-20,3,86.6,No
38,2022-04-22,60,95.11,No
47,2023-08-19,46,85.29,No
5,2023-01-20,17,91.46,No
15,2024-03-15,111,93.52,No
29,2024-10-10,110,88.82,No
46,2023-01-08,30,86.0,No
46,2022-10-10,8,76.58,No
3,2023-06-21,112,98.22,No
5,2024-02-09,42,98.16,No
16,2024-08-07,95,98.32,No
20,2022-07-09,118,87.02,No
9,2022-09-19,67,98.17,No
33,2022-08-29,43,77.07,No
35,2023-07-17,14,98.97,No
6,2023-09-29,110,93.12,No
41,2023-06-30,93,95.48,No
15,2023-05-10,76,79.26,No
46,2022-05-06,89,94.88,No
46,2023-09-14,43,98.98,No
31,2022-06-06,20,96.78,Yes
3,2023-07-06,94,78.37,No
1,2023-10-22,47,95.24,No
22,2024-01-24,103,96.86,No
37,2023-10-06,22,78.07,No
39,2024-04-12,35,77.27,No
10,2024-11-08,104,95.47,No
4,2023-02-28,21,82.79,No
17,2024-10-09,118,95.53,No
25,2023-09-14,32,87.83,No
33,2023-11-15,84,94.56,No
7,2023-10-23,12,88.93,No
24,2024-11-16,47,92.55,No
9,2022-06-11,50,78.92,No
3,2024-02-20,84,82.82,No
37,2023-01-01,26,94.73,No
39,2023-04-15,40,95.11,Yes
11,2022-09-19,92,84.78,No
15,2022-12-19,53,89.05,No
25,2023-05-06,108,87.48,No
19,2024-03-07,31,86.23,No
43,2024-04-10,0,79.89,No
40,2024-09-10,9,90.97,No
32,2022-12-17,9,94.98,No
32,2024-11-26,10,86.12,Yes
35,2024-09-18,51,82.46,No
42,2023-12-10,76,85.15,No
29,2024-07-17,0,75.58,No
19,2023-09-20,68,76.93,No
10,2022-10-17,104,80.2,No
11,2023-06-18,110,93.47,No
45,2023-09-28,103,98.22,No
6,2023-09-06,6,78.89,No
9,2024-01-29,35,89.51,No
47,2023-06-26,105,83.33,Yes
29,2022-11-21,105,90.14,No
15,2023-10-21,52,81.91,No
25,2022-09-10,51,89.66,Yes
48,2022-08-24,90,76.57,No
12,2024-09-29,77,87.03,No
2,2023-11-27,79,83.28,No
39,2024-05-13,54,85.42,No
27,2022-08-21,8,84.53,Yes
44,2024-01-19,51,75.91,No
24,2024-02-04,102,96.05,No
35,2024-06-07,102,85.28,No
3,2024-10-28,116,80.54,No
24,2024-11-27,15,88.26,No
33,2023-11-10,54,82.76,No
30,2024-12-25,10,91.03,No
27,2023-12-02,69,84.23,No
22,2024-10-09,109,77.71,No
38,2024-05-21,54,83.52,No
23,2024-07-14,49,80.62,No
36,2024-04-30,46,94.04,No
17,2022-05-28,25,75.77,No
35,2024-11-19,64,79.59,No
10,2022-09-21,106,90.34,Yes
37,2024-06-02,80,76.73,No
38,2023-06-03,23,98.95,No
30,2024-02-27,38,76.16,No
29,2024-06-06,118,79.25,No
27,2023-06-14,4,91.81,No
28,2022-02-15,71,93.47,No
44,2022-09-19,92,98.49,No
31,2023-05-10,85,77.29,No
37,2024-12-02,36,91.51,No
28,2024-10-12,115,93.22,No
18,2022-08-20,64,97.49,No
12,2024-10-20,11,86.1,Yes
29,2024-02-12,85,97.3,No
3,2024-10-16,71,89.23,No
41,2024-11-22,44,95.11,No
26,2024-05-01,71,90.91,No
3,2022-12-24,11,78.73,No
22,2022-02-23,111,96.92,No
10,2022-05-22,56,81.2,No
34,2024-01-15,44,78.17,No
16,2023-12-26,82,89.2,Yes
37,2022-04-09,20,87.51,No
26,2023-04-18,79,80.02,No
22,2024-01-13,90,85.62,No
5,2023-10-12,95,84.82,No
1,2024-10-09,40,93.62,No
25,2022-05-13,13,89.23,No
28,2022-06-16,66,76.54,No
31,2024-04-27,79,96.72,No
3,2023-02-27,96,97.72,No
5,2024-09-01,92,81.85,No
10,2024-01-13,5,86.37,Yes
47,2024-08-03,93,96.09,No
21,2023-07-10,102,97.08,No
46,2022-06-19,83,85.0,No
46,2023-02-12,115,98.9,No
26,2024-08-15,32,79.33,No
47,2023-01-15,56,90.01,No
17,2024-03-11,81,81.73,Yes
20,2022-04-06,39,76.74,No
47,2022-01-06,112,84.69,No
41,2023-06-02,105,78.06,No
43,2023-09-26,31,96.77,No
43,2023-05-07,23,92.71,No
6,2022-08-14,7,87.47,No
11,2023-07-30,56,88.8,No
19,2023-10-27,31,92.16,No
5,2024-01-09,30,76.35,Yes
41,2022-07-05,6,88.79,No
30,2024-02-26,52,81.36,No
16,2023-06-29,12,78.55,No
28,2023-02-07,13,83.9,No
31,2023-07-28,43,97.13,No
23,2023-04-08,84,80.31,No
31,2023-05-27,113,81.67,No
29,2022-11-21,102,87.94,No
45,2022-12-07,47,89.04,No
19,2023-03-27,37,98.76,No
48,2022-04-07,28,95.1,No
43,2024-11-10,87,87.36,No
41,2022-09-10,76,96.1,No
16,2024-02-18,6,80.3,No
21,2022-05-24,15,84.47,Yes
19,2023-06-02,14,98.81,No
19,2024-11-23,51,92.39,No
36,2024-04-29,107,79.78,No
39,2023-11-04,78,94.14,No
20,2024-03-12,108,95.15,No
3,2024-10-31,39,84.63,No
44,2023-04-13,119,86.27,No
6,2022-02-10,21,92.76,No
27,2022-03-29,69,76.71,No
15,2022-11-24,48,81.56,No
23,2024-06-26,111,88.95,No
1,2022-06-06,8,85.67,Yes
3,2022-03-06,47,87.76,No
44,2023-03-20,29,76.13,No
20,2024-11-01,95,89.77,No
18,2023-10-05,2,78.46,No
2,2022-08-15,29,95.86,No
1,2024-12-31,61,92.04,No
22,2024-02-08,63,86.73,No
20,2023-10-07,15,83.2,No
11,2024-07-29,42,94.95,Yes
28,2023-09-21,62,76.0,No
20,2024-09-07,71,75.25,No
4,2024-07-11,65,84.14,No
38,2024-10-25,119,94.72,No
4,2023-10-23,57,90.52,No
15,2024-09-10,104,98.45,Yes
44,2023-05-08,18,96.59,Yes
1,2023-04-23,41,90.92,No
16,2024-06-27,8,85.91,No
13,2024-11-30,84,89.51,No
11,2022-10-09,6,81.85,No
12,2022-05-06,26,75.96,No
6,2023-03-15,4,98.46,No
42,2023-01-28,59,75.14,No
26,2024-04-08,73,86.63,No
7,2022-04-28,112,83.82,No
19,2023-12-13,104,84.61,No
17,2023-02-17,72,77.4,Yes
43,2024-01-26,63,97.6,No
40,2024-11-09,39,82.04,No
12,2024-07-05,31,88.83,No
5,2022-09-11,107,76.53,No
32,2023-02-23,115,91.97,No
43,2022-10-03,2,76.1,No
17,2024-02-07,81,76.38,No
15,2023-03-25,19,87.17,No
35,2023-08-15,17,97.83,No
15,2022-06-28,54,82.07,No
47,2023-10-05,50,76.2,No
46,2023-11-30,25,92.23,No
2,2023-04-07,70,91.71,No
18,2022-12-21,48,84.08,No
30,2023-08-28,77,75.02,No
36,2023-03-01,112,89.94,No
23,2022-06-19,34,94.15,No
37,2024-06-22,116,82.84,No
38,2022-06-23,51,89.34,No
5,2022-02-28,11,86.54,No
4,2022-09-02,39,86.87,No
34,2022-07-01,21,87.77,No
33,2023-06-20,94,89.99,No
16,2024-02-11,20,94.79,No
47,2022-07-01,18,78.8,No
26,2024-02-05,47,97.14,No
23,2024-11-07,100,96.41,No
5,2023-10-07,116,78.75,No
34,2023-10-12,69,79.07,No
25,2023-03-07,4,92.21,No
11,2022-05-07,111,77.6,No
8,2022-01-18,20,76.73,No
49,2024-07-27,114,85.42,No
36,2024-11-24,80,89.09,No
44,2022-12-31,109,94.18,No
30,2024-05-27,22,83.2,No
19,2023-06-06,30,95.69,No
11,2023-10-06,19,78.84,No
7,2022-08-06,82,84.92,No
36,2024-07-23,8,81.7,No
40,2023-12-20,105,82.13,No
21,2023-06-01,70,93.98,No
8,2023-12-25,69,86.3,No
37,2023-08-26,8,93.07,No
34,2023-11-02,112,90.03,No
38,2023-06-23,11,98.45,No
15,2023-09-14,64,77.96,Yes
45,2024-04-23,98,97.49,No
42,2023-05-10,86,76.81,No
42,2024-02-24,81,77.88,No
24,2023-03-20,23,79.92,No
28,2023-10-03,36,84.08,No
36,2024-11-12,7,95.45,No
26,2022-11-04,76,97.37,No
23,2024-10-29,18,91.74,No
11,2024-06-09,50,76.87,No
29,2024-03-11,49,78.11,No
26,2024-02-05,69,91.03,Yes
24,2022-02-11,17,89.08,No
24,2024-12-16,118,85.42,No
37,2023-12-19,74,75.94,No
47,2022-04-12,119,89.47,No
32,2022-06-19,91,92.86,No
5,2023-08-02,0,94.96,No
32,2022-08-25,88,81.54,No
10,2023-07-30,91,92.05,No
8,2024-05-18,49,77.88,No
23,2023-04-08,44,97.16,No
44,2024-06-22,51,89.72,No
39,2023-05-01,100,83.23,Yes
27,2024-10-30,103,91.64,No
44,2024-09-18,60,95.16,No
33,2023-11-02,54,90.61,No
39,2024-12-08,28,80.24,No
5,2023-07-16,79,96.58,No
20,2024-04-07,69,98.4,No
37,2022-11-25,57,76.0,No
9,2023-06-04,99,80.72,Yes
10,2024-11-12,119,79.29,No
20,2024-11-12,96,85.22,No
48,2022-08-01,93,89.15,No
9,2023-04-07,25,78.12,No
48,2022-08-15,20,90.01,No
14,2024-08-17,48,87.16,No
34,2023-10-22,115,75.05,No
31,2023-03-20,17,92.22,No
23,2023-04-20,46,91.79,No
21,2023-10-01,85,87.61,No
18,2024-11-29,19,88.6,No
20,2023-10-25,35,78.69,No
26,2022-05-18,77,85.84,No
7,2024-02-21,28,85.24,No
33,2024-02-27,24,82.18,No
31,2022-12-15,8,93.55,No
25,2023-09-26,4,96.03,No
47,2022-10-20,72,83.14,No
15,2024-02-09,56,90.8,No
24,2022-08-05,16,98.2,No
46,2024-12-03,75,79.76,No
32,2023-06-09,66,79.11,No
4,2022-11-07,111,96.77,No
13,2022-05-07,83,83.65,No
5,2024-10-19,13,76.34,Yes
27,2024-05-18,82,84.63,No
35,2024-01-01,103,96.28,No
9,2022-09-16,50,95.65,Yes
32,2024-08-04,1,80.24,No
38,2023-02-17,104,96.28,No
12,2022-02-13,93,95.5,No
45,2023-06-11,47,79.26,No
13,2022-02-15,85,87.81,No
13,2024-10-17,96,76.36,No
18,2022-08-07,14,75.78,No
23,2024-08-01,33,79.54,No
34,2023-10-02,8,84.85,Yes
43,2024-03-09,74,87.96,No
18,2023-02-05,27,90.81,No
21,2022-02-07,81,89.0,Yes
7,2023-10-17,40,81.58,No
1,2022-02-05,46,92.87,Yes
9,2023-07-09,0,93.33,No
5,2024-03-18,57,81.77,No
20,2023-08-14,76,81.92,No
48,2024-09-24,58,96.8,No
20,2022-01-10,82,85.47,No
9,2024-07-09,44,76.63,No
34,2022-10-19,18,93.26,No
17,2022-04-07,51,94.06,No
5,2024-03-24,42,83.0,No
44,2024-02-23,99,89.9,No
20,2023-01-09,36,97.16,No
14,2023-11-24,63,98.2,No
40,2024-12-11,62,78.42,No
27,2022-05-02,108,80.82,No
22,2023-11-09,81,77.91,No
40,2022-11-20,109,79.13,No
15,2022-09-05,10,92.61,No
45,2024-11-21,25,85.17,No
31,2024-02-18,7,88.98,No
40,2024-01-06,53,83.58,No
16,2024-08-17,13,82.19,No
31,2023-09-20,4,76.6,No
16,2022-07-19,106,82.74,No
38,2023-03-26,102,92.37,No
19,2022-03-30,105,77.46,No
15,2023-11-10,59,94.96,No
30,2024-11-01,27,98.66,No
26,2022-03-09,68,80.5,No
31,2022-08-30,31,82.62,No
7,2022-10-06,13,81.76,No
13,2023-11-08,13,75.06,No
1,2023-12-23,51,78.45,No
10,2023-01-23,53,91.35,No
8,2022-01-28,32,78.53,No
18,2023-04-18,55,77.52,No
46,2023-11-27,29,87.79,No
12,2023-10-30,33,82.65,No
3,2024-03-20,82,77.27,No
36,2024-04-22,87,85.53,No
3,2023-04-27,99,90.03,No
42,2023-02-24,108,88.67,No
47,2022-12-12,67,87.32,No
22,2022-12-06,47,96.75,No
31,2023-06-23,107,88.69,No
38,2023-08-24,21,84.12,No
11,2023-12-19,16,94.06,No
11,2022-06-01,54,96.12,No
42,2024-03-11,52,97.59,No
21,2024-06-02,115,81.89,No
4,2022-11-16,42,94.8,No
26,2023-12-28,103,78.12,Yes
37,2023-01-23,30,84.65,No
17,2024-06-18,19,86.19,No
5,2024-11-04,87,76.67,No
43,2022-05-20,93,93.73,No
18,2022-11-18,12,89.68,No
15,2022-03-02,65,85.34,No
5,2023-08-10,77,96.17,No
18,2024-09-30,9,91.08,No
34,2023-11-06,88,83.87,No
13,2023-05-14,0,94.34,No
32,2024-01-01,106,94.89,No
9,2023-03-26,11,94.55,No
49,2024-06-08,44,77.24,No
49,2023-11-29,11,96.85,No
36,2024-01-30,102,92.63,No
23,2022-02-12,9,76.22,No
3,2022-05-02,23,80.45,No
37,2023-06-08,86,92.81,No
20,2024-07-04,50,84.31,No
12,2022-11-15,38,88.06,No
25,2022-12-10,36,97.34,No
31,2022-06-19,71,83.74,No
45,2023-05-25,8,80.53,No
19,2023-12-09,74,88.93,No
8,2024-11-04,6,81.39,No
38,2024-06-08,65,97.85,No
6,2023-05-01,65,96.77,No
35,2023-03-27,98,78.5,No
44,2023-05-24,55,88.27,No
39,2022-09-15,41,97.94,No
37,2023-08-30,3,98.67,No
20,2022-09-23,93,88.54,No
38,2023-03-31,38,84.48,No
45,2022-06-09,32,94.47,No
42,2022-08-31,69,82.78,No
43,2023-11-19,68,77.47,No
14,2024-01-22,7,77.81,No
12,2024-03-23,92,93.5,No
23,2024-10-29,27,91.48,No
14,2024-02-23,62,83.02,No
1,2022-11-22,10,78.6,No
44,2024-10-31,4,86.38,No
31,2022-09-20,9,75.26,No
48,2022-03-15,85,97.51,No
38,2024-10-25,100,92.7,No
48,2022-05-05,4,75.36,No
1,2023-10-24,68,76.57,No
6,2023-12-12,31,90.67,No
22,2024-06-08,61,87.28,No
25,2024-08-11,65,79.59,No
30,2023-10-08,79,83.45,Yes
42,2024-01-20,116,94.94,No
10,2022-04-20,82,81.8,No
9,2022-08-24,96,93.08,Yes
32,2023-10-21,46,75.23,No
28,2024-10-26,29,86.36,No
7,2024-04-01,80,97.93,No
17,2024-06-26,21,93.64,No
4,2024-08-25,20,93.17,No
44,2024-11-15,62,93.43,No
19,2024-09-10,115,78.64,No
5,2024-05-08,20,95.57,No
38,2022-11-28,117,78.12,No
43,2023-06-27,30,89.29,No
8,2023-05-26,9,97.81,No
4,2024-04-17,105,95.67,No
34,2024-06-23,107,89.87,No
20,2024-03-23,61,77.0,No
41,2022-06-15,1,85.54,No
35,2022-04-21,117,79.94,No
18,2024-04-02,66,75.66,No
19,2023-10-23,33,93.31,Yes
46,2022-05-18,76,92.85,No
38,2023-09-29,92,91.1,No
18,2022-09-18,118,81.21,No
23,2024-07-06,98,83.56,No
27,2023-01-31,106,85.39,No
10,2024-01-17,42,83.38,No
5,2024-05-24,112,94.92,No
15,2023-11-08,47,95.06,No
49,2022-06-21,106,86.73,No
49,2023-01-07,51,84.01,No
43,2024-01-07,24,81.61,No
23,2024-07-18,72,91.98,No
9,2023-03-26,47,92.35,Yes
8,2022-11-12,6,93.96,No
44,2024-09-28,44,86.82,No
12,2023-07-09,80,95.13,No
30,2024-12-13,113,93.53,No
18,2024-01-25,59,97.26,No
39,2023-05-16,97,78.59,No
36,2022-02-13,62,91.34,No
8,2023-03-27,110,95.01,No
13,2024-05-28,91,79.52,No
34,2022-02-27,32,96.37,No
35,2022-06-13,90,90.73,No
45,2022-06-06,66,96.68,No
6,2023-11-30,93,90.12,No
23,2022-10-13,25,86.27,No
37,2024-08-18,30,84.16,No
1,2024-03-03,117,95.54,No
42,2024-03-01,114,91.78,No
11,2023-07-06,16,79.47,No
3,2022-05-09,46,84.9,Yes
36,2023-04-18,0,86.55,No
25,2024-11-05,92,85.94,Yes
30,2022-03-03,114,95.89,No
49,2022-06-09,14,92.81,No
40,2022-03-18,41,86.81,No
14,2023-06-02,2,95.13,No
16,2022-09-19,113,83.25,No
16,2024-05-22,54,83.24,No
46,2023-01-09,95,87.71,No
6,2022-03-19,7,81.94,No
20,2024-06-14,112,79.59,No
25,2022-06-11,18,81.78,No
23,2024-07-06,47,77.35,No
25,2023-10-15,27,91.21,No
4,2024-04-27,2,78.21,No
13,2024-10-17,4,75.92,Yes
6,2024-04-11,56,93.99,Yes
44,2024-02-28,88,95.57,No
14,2023-04-23,3,98.26,No
24,2023-06-27,70,76.73,No
12,2024-06-18,45,78.18,Yes
3,2023-03-17,34,98.59,No
37,2022-11-22,54,83.89,No
26,2024-11-02,116,80.0,No
26,2023-09-11,32,92.82,No
47,2024-01-30,102,90.1,No
14,2023-08-06,41,98.24,No
43,2022-07-06,3,79.6,No
1,2023-12-05,73,94.34,No
34,2024-06-29,5,85.8,No
14,2022-10-28,69,94.58,No
44,2024-01-13,107,84.2,Yes
5,2024-07-27,54,98.1,Yes
25,2023-01-05,77,79.95,No
35,2022-01-12,66,80.61,No
44,2022-07-08,71,82.62,No
18,2023-02-07,97,78.17,No
3,2024-08-01,63,90.96,No
9,2024-11-01,19,76.25,No
28,2022-06-03,30,86.2,No
2,2023-02-23,36,75.63,No
9,2024-04-01,8,90.0,No
28,2024-04-18,12,98.89,No
4,2023-08-31,111,84.89,No
6,2024-12-13,9,95.22,No
7,2024-11-05,13,91.61,No
49,2023-05-25,8,82.74,No
32,2023-05-22,27,86.64,No
9,2023-05-26,57,86.89,No
13,2024-01-14,69,91.83,Yes
38,2024-07-18,6,77.4,No
9,2023-11-28,5,94.79,No
38,2023-10-02,79,94.5,No
31,2024-01-27,85,96.75,Yes
29,2024-05-27,54,79.27,No
45,2024-05-04,21,76.72,No
40,2023-04-15,23,92.09,No
31,2023-01-01,40,95.16,No
17,2024-10-08,101,87.98,No
2,2024-10-26,74,96.39,No
4,2024-08-31,11,85.95,No
3,2022-11-14,41,97.15,No
3,2022-06-13,53,88.33,No
31,2022-12-14,40,75.21,No
37,2024-12-08,59,95.43,No
9,2022-09-04,60,77.63,Yes
17,2024-04-06,101,84.3,No
47,2023-11-02,73,80.99,Yes
26,2023-05-15,58,97.87,No
27,2023-09-30,12,81.92,No
26,2023-10-13,115,80.61,No
2,2022-06-30,64,76.08,Yes
7,2023-08-13,18,96.27,No
23,2024-05-22,13,87.17,No
37,2023-12-12,20,77.89,No
22,2023-07-20,58,77.17,No
21,2024-08-06,9,86.0,No
43,2024-03-26,95,83.85,No
24,2022-12-14,14,86.68,No
15,2023-01-22,79,77.19,No
10,2022-07-15,56,88.58,No
21,2024-07-02,11,97.9,No
13,2024-09-22,17,86.4,No
6,2023-11-27,81,98.65,No
35,2024-03-27,119,75.96,No
11,2024-06-04,110,83.49,No
4,2023-01-25,64,87.71,No
36,2024-04-28,100,88.31,No
15,2023-04-16,89,80.3,No
1,2024-09-06,103,93.14,No
40,2022-10-03,91,91.42,Yes
15,2022-02-07,40,75.72,Yes
13,2023-05-07,7,86.0,Yes
27,2023-04-06,3,82.83,No
9,2023-12-19,36,86.39,No
5,2024-02-22,84,83.45,No
14,2022-12-08,115,90.38,Yes
6,2024-03-05,11,95.96,No
36,2022-08-19,23,80.37,No
16,2023-06-11,15,83.23,No
5,2023-05-20,46,88.38,No
40,2024-05-27,108,91.71,Yes
30,2022-03-23,42,76.44,No
8,2022-02-27,57,75.58,No
31,2024-11-13,14,78.94,No
24,2022-10-17,97,89.15,No
40,2024-01-07,59,78.43,Yes
30,2024-05-20,111,97.35,No
43,2024-10-07,75,83.96,No
17,2022-08-21,99,91.21,No
15,2023-04-21,114,90.34,Yes
31,2022-11-09,114,93.24,Yes
30,2024-10-18,28,90.37,No
30,2024-09-01,87,76.85,No
38,2023-04-30,78,85.11,Yes
10,2024-08-21,38,80.93,No
11,2022-05-22,4,85.23,No
35,2023-06-13,25,88.2,No
10,2024-05-02,86,89.88,No
34,2023-11-09,21,75.61,No
42,2022-04-24,11,84.4,No
